,metro_area,postal_code,median_sale_price,house_count
606,"Nashville,TN",37208,520000.0,53
607,"Nashville,TN",37209,552000.0,158
608,"Nashville,TN",37210,450000.0,27
609,"Nashville,TN",37211,443000.0,140
610,"Nashville,TN",37212,802000.0,20
611,"Nashville,TN",37214,370000.0,67
612,"Nashville,TN",37215,1307500.0,72
613,"Nashville,TN",37216,544000.0,76
614,"Nashville,TN",37217,325000.0,42
615,"Nashville,TN",37218,329922.5,48
616,"Nashville,TN",37219,882000.0,11
617,"Nashville,TN",37220,915000.0,17
618,"Nashville,TN",37221,520000.0,100
619,"Oakland,CA",94601,812000.0,77
620,"Oakland,CA",94602,1350000.0,108
621,"Oakland,CA",94603,600000.0,71
622,"Oakland,CA",94605,953000.0,177
623,"Oakland,CA",94606,831500.0,48
624,"Oakland,CA",94607,715000.0,79
625,"Oakland,CA",94608,980000.0,68
626,"Oakland,CA",94609,1400000.0,79
627,"Oakland,CA",94610,1300000.0,85
628,"Oakland,CA",94611,1600000.0,147
629,"Oakland,CA",94612,650000.0,31
630,"Oakland,CA",94618,1875000.0,62
631,"Oakland,CA",94619,1240000.0,90
632,"Oakland,CA",94621,580000.0,45
633,"Oakland,CA",94704,30000.0,1
634,"Oakland,CA",94705,2001027.0,19
635,"Oklahoma City,OK",73008,170000.0,5
636,"Oklahoma City,OK",73012,330000.0,204
